Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.217.6.198-192.168.10.9-443-8737-6,192.168.10.9,8737,172.217.6.198,443,6,7/7/2017 3:30,70121378,8,9,339,356,183,0,42.375,60.45054059,80,6,39.55555556,28.20953346,9.91138537,0.242436764,4382586.125,14700000,58400000,1,70100000,10000000,21800000,58500000,516,69900000,8735927.25,20500000,58500000,1,1,0,0,0,172,180,0.114087889,0.128348875,0,183,41.16666667,43.38914204,1882.617647,0,1,0,0,1,0,0,0,1,43.58823529,42.375,39.55555556,172,0,0,0,0,0,0,8,339,9,356,256,393,6,20,204588.5,104765.6478,278669,130508,34700000,33500000,58400000,11000000,BENIGN
172.217.6.206-192.168.10.9-443-8680-6,192.168.10.9,8680,172.217.6.206,443,6,7/7/2017 3:30,62590235,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46,0,4.457564347,0.143792398,7823779.375,20600000,58600000,48,62600000,10400000,23600000,58600000,48,58900000,58900000,0,58900000,58900000,1,0,0,0,140,40,0.111838532,0.031953866,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46,140,0,0,0,0,0,0,7,187,2,92,254,377,6,20,249345,0,249345,249345,58600000,0,58600000,58600000,BENIGN
172.217.7.132-192.168.10.9-443-8733-6,192.168.10.9,8733,172.217.7.132,443,6,7/7/2017 3:30,63554382,9,4,187,184,46,0,20.77777778,21.01057935,46,46,46,0,5.837520377,0.204549232,5296198.5,16800000,58500000,3,63600000,7944297.75,20500000,58500000,3,59100000,19700000,33700000,58600000,246976,1,0,0,0,204,80,0.141611006,0.062938225,0,46,29.78571429,20.7111214,428.9505495,0,1,0,0,1,0,0,0,0,32.07692308,20.77777778,46,204,0,0,0,0,0,0,9,187,4,184,253,380,6,20,290346,0,290346,290346,58500000,0,58500000,58500000,BENIGN
192.168.10.3-192.168.10.9-53-65431-17,192.168.10.9,65431,192.168.10.3,53,17,7/7/2017 3:30,227,2,2,72,328,36,36,36,0,164,164,164,0,1762114.537,17621.14537,75.66666667,88.79376855,175,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,8810.572687,8810.572687,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109,36,164,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-58966-17,192.168.10.9,58966,192.168.10.3,53,17,7/7/2017 3:30,222,2,2,72,328,36,36,36,0,164,164,164,0,1801801.802,18018.01802,74,123.8426421,217,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,9009.009009,9009.009009,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109,36,164,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-63033-17,192.168.10.9,63033,192.168.10.3,53,17,7/7/2017 3:30,48400,2,2,86,182,43,43,43,0,91,91,91,0,5537.190083,82.6446281,16133.33333,27940.28895,48396,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,40,40,41.32231405,41.32231405,43,91,62.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,77.75,43,91,40,0,0,0,0,0,0,2,86,2,182,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-49506-17,192.168.10.9,49506,192.168.10.3,53,17,7/7/2017 3:30,190,2,2,86,182,43,43,43,0,91,91,91,0,1410526.316,21052.63158,63.33333333,69.28443789,139,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,10526.31579,10526.31579,43,91,62.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,77.75,43,91,40,0,0,0,0,0,0,2,86,2,182,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-64538-17,192.168.10.9,64538,192.168.10.3,53,17,7/7/2017 3:30,199,2,2,64,204,32,32,32,0,102,102,102,0,1346733.668,20100.50251,66.33333333,109.6965511,193,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10050.25126,10050.25126,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-209.85.232.109-8935-465-6,192.168.10.9,8935,209.85.232.109,465,6,7/7/2017 3:30,1973196,16,23,1396,4574,378,0,87.25,89.88251591,2860,0,198.8695652,599.3649142,3025.5484,19.76488904,51926.21053,160022.9824,990546,3,1922591,128172.7333,258646.5078,1040852,640,1922966,87407.54545,204755.7927,990546,3,0,0,0,0,332,472,8.108672428,11.65621662,0,2860,149.25,457.5529534,209354.7051,0,0,0,1,0,0,0,0,1,153.0769231,87.25,198.8695652,332,0,0,0,0,0,0,16,1396,23,4574,8192,176,15,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-209.85.232.109-8935-465-6,192.168.10.9,8935,209.85.232.109,465,6,7/7/2017 3:30,151,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0,0,324503.3113,19867.54967,75.5,38.89087297,103,48,151,75.5,38.89087297,103,48,0,0,0,0,0,0,0,0,0,60,0,19867.54967,0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0,60,0,0,0,0,0,0,3,49,0,0,257,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-216.200.232.61-8809-443-6,192.168.10.9,8809,216.200.232.61,443,6,7/7/2017 3:30,110498016,12,12,72,0,6,6,6,0,0,0,0,0,0.65159541,0.21719847,4804261.565,5093070.771,10000000,35037,110000000,10000000,7298.71708,10000000,10000000,110000000,10000000,7382.856701,10000000,10000000,0,0,0,0,240,384,0.108599235,0.108599235,0,6,3.12,3.059411708,9.36,0,0,0,0,1,0,0,0,1,3.25,6,0,240,0,0,0,0,0,0,12,72,12,0,253,64,11,20,35213.45455,113.8106881,35321,35037,10000000,7335.7847,10000000,9995418,BENIGN
192.168.10.9-216.200.232.61-8808-443-6,192.168.10.9,8808,216.200.232.61,443,6,7/7/2017 3:30,110497983,12,12,72,0,6,6,6,0,0,0,0,0,0.651595604,0.217198535,4804260.13,5093094.517,10000000,34985,110000000,10000000,7296.553475,10000000,10000000,110000000,10000000,7385.844245,10000000,10000000,0,0,0,0,240,384,0.108599267,0.108599267,0,6,3.12,3.059411708,9.36,0,0,0,0,1,0,0,0,1,3.25,6,0,240,0,0,0,0,0,0,12,72,12,0,253,64,11,20,35187.63636,122.5138953,35316,34985,10000000,7340.429542,10000000,9995455,BENIGN
192.168.10.9-23.15.4.8-8844-80-6,192.168.10.9,8844,23.15.4.8,80,6,7/7/2017 3:30,7,1,1,6,6,6,6,6,0,6,6,6,0,1714285.714,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,142857.1429,142857.1429,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,253,946,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-31.172.81.158-8873-443-6,192.168.10.9,8873,31.172.81.158,443,6,7/7/2017 3:30,512560,2,0,12,0,6,6,6,0,0,0,0,0,23.41189324,3.901982207,512560,0,512560,512560,512560,512560,0,512560,512560,0,0,0,0,0,0,0,0,0,40,0,3.901982207,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-5.79.75.140-8503-443-6,192.168.10.9,8503,5.79.75.140,443,6,7/7/2017 3:30,56,2,0,12,0,6,6,6,0,0,0,0,0,214285.7143,35714.28571,56,0,56,56,56,56,0,56,56,0,0,0,0,0,0,0,0,0,40,0,35714.28571,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,3222,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-5.79.75.140-8934-443-6,192.168.10.9,8934,5.79.75.140,443,6,7/7/2017 3:30,119985176,225,310,6317,546543,426,0,28.07555556,50.52888652,4380,0,1763.041935,867.5557236,4607.735876,4.458884154,224691.3408,2043200.143,19500000,0,120000000,535648.1071,3132231.054,19500000,3,100000000,324737.7443,2471795.583,19700000,2,0,0,0,0,4512,6212,1.875231654,2.583652501,0,4380,1031.455224,1082.267361,1171302.641,0,0,0,1,0,0,0,0,1,1033.383178,28.07555556,1763.041935,4512,0,0,0,0,0,0,225,6317,310,546543,8192,262,224,20,625705.6667,152169.0697,879482,460986,19400000,151373.975,19500000,19100000,BENIGN
192.168.10.9-52.84.143.147-8843-80-6,192.168.10.9,8843,52.84.143.147,80,6,7/7/2017 3:30,15397616,3,2,18,0,6,6,6,0,0,0,0,0,1.169012138,0.324725594,3849404,4812080.463,10000000,22056,15400000,7698808,3297733.895,10000000,5366958,10000000,10000000,0,10000000,10000000,0,0,0,0,60,64,0.194835356,0.129890238,0,6,4,3.098386677,9.6,0,0,0,0,1,0,0,0,0,4.8,6,0,60,0,0,0,0,0,0,3,18,2,0,252,127,2,20,22056,0,22056,22056,10000000,0,10000000,10000000,BENIGN
192.168.10.9-54.235.219.125-8720-443-6,192.168.10.9,8720,54.235.219.125,443,6,7/7/2017 3:30,40493128,6,6,36,31,6,6,6,0,31,0,5.166666667,12.655697,1.654601739,0.29634658,3681193.455,5012884.367,10000000,196,40500000,8098625.6,4363918.639,10100000,292220,40400000,8089280.8,4384909.525,10100000,245325,0,0,0,0,120,180,0.14817329,0.14817329,0,31,5.615384615,8.180652598,66.92307692,0,0,0,0,1,0,0,0,1,6.083333333,6,5.166666667,120,0,0,0,0,0,0,6,36,6,31,251,131,5,20,46704.25,220.2549659,46986,46528,10000000,7624.609777,10000000,9999530,BENIGN
192.168.10.9-72.21.91.29-8820-80-6,192.168.10.9,8820,72.21.91.29,80,6,7/7/2017 3:30,15194910,3,2,18,0,6,6,6,0,0,0,0,0,1.184607214,0.329057559,3798727.5,4790491.723,10000000,23615,15200000,7597455,3441176.163,10000000,5164176,10000000,10000000,0,10000000,10000000,0,0,0,0,60,64,0.197434536,0.131623024,0,6,4,3.098386677,9.6,0,0,0,0,1,0,0,0,0,4.8,6,0,60,0,0,0,0,0,0,3,18,2,0,253,300,2,20,23673,0,23673,23673,10000000,0,10000000,10000000,BENIGN
192.168.10.9-72.21.91.29-8821-80-6,192.168.10.9,8821,72.21.91.29,80,6,7/7/2017 3:30,15194838,3,2,18,0,6,6,6,0,0,0,0,0,1.184612827,0.329059119,3798709.5,4790504.947,10000000,23597,15200000,7597419,3441228.489,10000000,5164103,10000000,10000000,0,10000000,10000000,0,0,0,0,60,64,0.197435471,0.131623647,0,6,4,3.098386677,9.6,0,0,0,0,1,0,0,0,0,4.8,6,0,60,0,0,0,0,0,0,3,18,2,0,256,302,2,20,23654,0,23654,23654,10000000,0,10000000,10000000,BENIGN
192.168.10.9-85.17.21.169-8669-443-6,192.168.10.9,8669,85.17.21.169,443,6,7/7/2017 3:30,4378948,5,1,135,46,46,6,27,20.1246118,46,46,46,0,41.33412865,1.37019211,875789.6,1771260.965,4040996,3,4378948,1094737,1969242.047,4040996,3,0,0,0,0,0,1,0,0,0,100,20,1.141826758,0.228365352,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27,46,100,0,0,0,0,0,0,5,135,1,46,251,254,4,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-195.216.249.102-55213-443-6,195.216.249.102,443,192.168.10.5,55213,6,7/7/2017 3:30,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4970,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-195.216.249.109-55262-443-6,195.216.249.109,443,192.168.10.5,55262,6,7/7/2017 3:30,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5033,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-195.216.249.109-55263-443-6,195.216.249.109,443,192.168.10.5,55263,6,7/7/2017 3:30,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4548,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-195.216.249.109-55263-443-6,195.216.249.109,443,192.168.10.5,55263,6,7/7/2017 3:30,70,1,1,6,6,6,6,6,0,6,6,6,0,171428.5714,28571.42857,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14285.71429,14285.71429,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,4548,65397,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-195.216.249.89-55178-443-6,195.216.249.89,443,192.168.10.5,55178,6,7/7/2017 3:30,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4552,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-195.216.249.89-55178-443-6,195.216.249.89,443,192.168.10.5,55178,6,7/7/2017 3:30,999709,2,0,12,0,6,6,6,0,0,0,0,0,12.00349302,2.000582169,999709,0,999709,999709,999709,999709,0,999709,999709,0,0,0,0,0,0,0,0,0,40,0,2.000582169,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4552,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-199.16.156.120-56501-443-6,199.16.156.120,443,192.168.10.17,56501,6,7/7/2017 3:30,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,7750000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,0,500000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,228,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.8-199.16.157.105-9241-443-6,199.16.157.105,443,192.168.10.8,9241,6,7/7/2017 3:30,368,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,116847.8261,8152.173913,184,173.9482682,307,61,368,368,0,368,368,0,0,0,0,0,1,0,0,0,40,20,5434.782609,2717.391304,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,132,0,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-41956-443-6,199.244.48.55,443,192.168.10.16,41956,6,7/7/2017 3:30,23936,29,23,60816,138,4344,0,2097.103448,993.1668808,6,6,6,0,2546540.775,2172.459893,469.3333333,2651.802667,19030,2,23912,854,3562.525498,19030,2,23822,1082.818182,4026.809332,19109,2,0,0,0,0,928,460,1211.564171,960.8957219,0,4344,1177.396226,1269.325598,1611187.475,0,0,0,0,1,0,0,0,0,1200.038462,2097.103448,6,928,0,0,0,0,0,0,29,60816,23,138,61,0,27,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-41976-443-6,199.244.48.55,443,192.168.10.16,41976,6,7/7/2017 3:30,23233,29,24,52128,144,2896,0,1797.517241,834.9729945,6,6,6,0,2249903.155,2281.237894,446.7884615,2534.721119,18367,1,23142,826.5,3438.199954,18367,1,23208,1009.043478,3813.841305,18501,2,0,0,0,0,928,480,1248.224508,1033.013386,0,2896,994.8148148,1080.514659,1167511.927,0,0,0,0,1,0,0,0,0,1013.584906,1797.517241,6,928,0,0,0,0,0,0,29,52128,24,144,61,0,26,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-41978-443-6,199.244.48.55,443,192.168.10.16,41978,6,7/7/2017 3:30,15242,51,43,107152,258,4344,0,2101.019608,974.0951389,6,6,6,0,7046975.463,6167.169663,163.8924731,436.8894861,3450,2,15242,304.84,578.1492414,3513,48,12454,296.5238095,520.924939,3565,38,0,0,0,0,1632,860,3346.017583,2821.15208,0,4344,1145.873684,1262.942589,1595023.984,0,0,0,0,1,0,0,0,0,1158.06383,2101.019608,6,1632,0,0,0,0,0,0,51,107152,43,258,61,0,49,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42006-443-6,199.244.48.55,443,192.168.10.16,42006,6,7/7/2017 3:30,9941,56,43,112944,258,4344,0,2016.857143,902.3162805,6,6,6,0,11400000,9958.756664,101.4387755,78.7305291,222,0,9752,177.3090909,88.52199407,281,1,9869,234.9761905,77.22488165,412,1,0,0,0,0,1792,860,5633.236093,4325.520571,0,4344,1146.5,1202.789464,1446702.495,0,0,0,0,1,0,0,0,0,1158.080808,2016.857143,6,1792,0,0,0,0,0,0,56,112944,43,258,61,0,54,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42026-443-6,199.244.48.55,443,192.168.10.16,42026,6,7/7/2017 3:30,9310,49,40,108614,240,4344,0,2216.612245,841.0539226,6,6,6,0,11700000,9559.613319,105.7954545,64.54975077,219,1,9310,193.9583333,35.78419854,244,1,9201,235.9230769,45.54372371,261,49,0,0,0,0,1568,800,5263.157895,4296.455424,0,4344,1225.577778,1261.457281,1591274.471,0,0,0,0,1,0,0,0,0,1239.348315,2216.612245,6,1568,0,0,0,0,0,0,49,108614,40,240,61,0,47,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42092-443-6,199.244.48.55,443,192.168.10.16,42092,6,7/7/2017 3:30,24050,30,25,62264,150,2896,0,2075.466667,822.9284853,6,6,6,0,2595176.715,2286.902287,445.3703704,2579.959655,19047,2,24050,829.3103448,3504.244947,19047,2,23850,993.75,3866.926881,19144,2,1,0,0,0,960,500,1247.401247,1039.50104,0,2896,1140.392857,1191.910761,1420651.261,0,1,0,0,1,0,0,0,0,1161.127273,2075.466667,6,960,0,0,0,0,0,0,30,62264,25,150,61,0,28,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42106-443-6,199.244.48.55,443,192.168.10.16,42106,6,7/7/2017 3:30,9526,50,40,112944,240,4344,0,2258.88,885.3872355,6,6,6,0,11900000,9447.827,107.0337079,67.55661757,212,0,9490,193.6734694,48.72943487,368,1,9425,241.6666667,37.08903465,304,49,0,0,0,0,1600,800,5248.792778,4199.034222,0,4344,1275.604396,1307.477035,1709496.197,0,0,0,0,1,0,0,0,0,1289.777778,2258.88,6,1600,0,0,0,0,0,0,50,112944,40,240,61,0,48,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42152-443-6,199.244.48.55,443,192.168.10.16,42152,6,7/7/2017 3:30,17403,54,43,112944,258,4344,0,2091.555556,874.5486958,6,6,6,0,6504740.562,5573.751652,181.28125,699.0630226,6914,3,17403,328.3584906,924.0296801,6914,48,16738,398.5238095,1048.197273,7021,8,0,0,0,0,1728,860,3102.913291,2470.838361,0,4344,1169.897959,1221.518317,1492107,0,0,0,0,1,0,0,0,0,1181.958763,2091.555556,6,1728,0,0,0,0,0,0,54,112944,43,258,61,0,52,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42156-443-6,199.244.48.55,443,192.168.10.16,42156,6,7/7/2017 3:30,12611,10,6,14480,36,2896,0,1448,965.3333333,6,6,6,0,1151058.6,1268.733645,840.7333333,2703.002734,10591,7,12611,1401.222222,3451.397716,10591,50,1193,238.6,24.78507615,267,200,0,0,0,0,320,120,792.9585283,475.775117,0,2896,853.8823529,1029.536175,1059944.735,0,0,0,0,1,0,0,0,0,907.25,1448,6,320,0,0,0,0,0,0,10,14480,6,36,61,0,8,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42222-443-6,199.244.48.55,443,192.168.10.16,42222,6,7/7/2017 3:30,9929,51,40,108614,240,4344,0,2129.686275,885.4581975,6,6,6,0,11000000,9165.072011,110.3222222,86.69614091,609,2,9929,198.58,72.66335292,609,2,9741,249.7692308,101.6861688,801,48,0,0,0,0,1632,800,5136.468929,4028.603082,0,4344,1198.934783,1241.979967,1542514.237,0,0,0,0,1,0,0,0,0,1212.10989,2129.686275,6,1632,0,0,0,0,0,0,51,108614,40,240,61,0,49,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42228-443-6,199.244.48.55,443,192.168.10.16,42228,6,7/7/2017 3:30,14647,3,1,137,6,137,0,45.66666667,79.09698688,6,6,6,0,9763.091418,273.0934662,4882.333333,8138.922062,14279,46,14647,7323.5,9901.616257,14325,322,0,0,0,0,0,0,0,0,0,96,20,204.8200997,68.27336656,0,137,28.6,60.65311204,3678.8,0,0,0,0,1,0,0,0,0,35.75,45.66666667,6,96,0,0,0,0,0,0,3,137,1,6,59,0,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42292-443-6,199.244.48.55,443,192.168.10.16,42292,6,7/7/2017 3:30,15204,29,25,56486,150,2910,0,1947.793103,800.8296314,6,6,6,0,3725072.349,3551.696922,286.8679245,1417.45312,10400,2,15204,543,1932.857681,10400,2,4697,195.7083333,90.86371982,271,2,0,0,0,0,928,500,1907.392791,1644.30413,0,2910,1056.072727,1128.231193,1272905.624,0,0,0,0,1,0,0,0,0,1075.62963,1947.793103,6,928,0,0,0,0,0,0,29,56486,25,150,61,0,27,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42318-443-6,199.244.48.55,443,192.168.10.16,42318,6,7/7/2017 3:30,8605,17,13,28960,78,2896,0,1703.529412,765.4043145,6,6,6,0,3374549.68,3486.345148,296.7241379,1115.149282,6087,2,8605,537.8125,1481.218157,6087,2,2417,201.4166667,74.78509615,267,47,0,0,0,0,544,260,1975.595584,1510.749564,0,2896,983.4193548,1013.646249,1027478.718,0,0,0,0,1,0,0,0,0,1016.2,1703.529412,6,544,0,0,0,0,0,0,17,28960,13,78,61,0,15,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42338-443-6,199.244.48.55,443,192.168.10.16,42338,6,7/7/2017 3:30,23861,32,26,63712,156,4344,0,1991,881.9351157,6,6,6,0,2676669.042,2430.74473,418.6140351,2460.514912,18662,1,23861,769.7096774,3326.011938,18685,1,23701,948.04,3706.895742,18737,2,0,0,0,0,1024,520,1341.100541,1089.644189,0,4344,1107.050847,1179.948822,1392279.222,0,0,0,0,1,0,0,0,0,1126.137931,1991,6,1024,0,0,0,0,0,0,32,63712,26,156,61,0,30,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42360-443-6,199.244.48.55,443,192.168.10.16,42360,6,7/7/2017 3:30,12154,3,1,137,6,137,0,45.66666667,79.09698688,6,6,6,0,11765.67385,329.1097581,4051.333333,6769.655333,11868,88,12154,6077,8314.161533,11956,198,0,0,0,0,0,0,0,0,0,96,20,246.8323186,82.27743953,0,137,28.6,60.65311204,3678.8,0,0,0,0,1,0,0,0,0,35.75,45.66666667,6,96,0,0,0,0,0,0,3,137,1,6,59,0,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42364-443-6,199.244.48.55,443,192.168.10.16,42364,6,7/7/2017 3:30,9648,53,41,112944,246,4344,0,2131.018868,832.9642732,6,6,6,0,11700000,9742.951907,103.7419355,69.06611565,221,1,9648,185.5384615,51.67753012,233,1,9414,235.35,56.31302168,269,1,0,0,0,0,1696,820,5493.366501,4249.585406,0,4344,1206.715789,1222.691587,1494974.716,0,0,0,0,1,0,0,0,0,1219.553191,2131.018868,6,1696,0,0,0,0,0,0,53,112944,41,246,61,0,51,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42394-443-6,199.244.48.55,443,192.168.10.16,42394,6,7/7/2017 3:30,9527,50,41,112944,246,4344,0,2258.88,885.3872355,6,6,6,0,11900000,9551.800147,105.8555556,68.370695,263,0,9499,193.8571429,49.80963762,382,1,9431,235.775,52.66560572,267,2,0,0,0,0,1600,820,5248.241839,4303.558308,0,4344,1246.065217,1295.767903,1679014.457,0,0,0,0,1,0,0,0,0,1259.758242,2258.88,6,1600,0,0,0,0,0,0,50,112944,41,246,61,0,48,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-199.244.48.55-42392-443-6,199.244.48.55,443,192.168.10.16,42392,6,7/7/2017 3:30,23893,29,23,62264,138,4344,0,2147.034483,995.7634,6,6,6,0,2611727.284,2176.369648,468.4901961,2629.259967,18871,1,23893,853.3214286,3531.55859,18871,1,23833,1083.318182,4020.521281,19082,49,1,0,0,0,928,460,1213.744611,962.6250366,0,4344,1204.716981,1290.665904,1665818.476,0,1,0,0,1,0,0,0,0,1227.884615,2147.034483,6,928,0,0,0,0,0,0,29,62264,23,138,61,0,27,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-204.2.255.232-8877-443-6,204.2.255.232,443,192.168.10.9,8877,6,7/7/2017 3:30,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5500,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
