dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,4462,47817776,0,2551,2551,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,4652,207933506,0,2553,2553,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,3,118818054,276816742,3838,0,3838,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,3,5396,627564182,0,6391,6391,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,2,7918,1514,0,0,0,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,2,627564182,5466,6391,0,6391,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,5268,278546882,0,0,0,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,2,5142,262720012,0,3838,3838,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,3,541267720,5802,3838,0,3838,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,4960,276817856,0,0,0,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,2,484752168,5214,2553,0,2553,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,3,4472,207935784,0,2553,2553,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,3,4178,3660,0,0,0,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,4,5214,484752168,0,2553,2553,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,1,4139,175655700,0,2779,2779,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,1,436255287,2250,6126,0,6126,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,2,4169,267903367,0,3367,3367,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,3,3833,168355535,0,2759,2759,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,3,168355535,3833,2759,0,2759,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,3,168355535,3833,2759,0,2759,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,2,3711,1402,0,0,0,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,3,267903367,4169,3367,0,3367,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,3660,4178,0,,,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,1,3691,1242,0,0,0,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,4,5466,638026834,0,2790,2790,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,2,3971,92246738,0,588,588,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,3,3581,3413,0,0,0,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,2,4468,1382,0,0,0,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,4,5466,627564182,0,6391,6391,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,4582,142816936,0,3838,3838,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,4,5466,627564112,0,6391,6391,1
3399,6,10.0.0.3,10.0.0.5,61347,63923574,197,299000000,1.97E+11,3,7916,9208,9594736,306,0,UDP,1,4378,1382,0,0,0,1
2649,6,10.0.0.11,10.0.0.3,108943,116133238,266,808000000,2.67E+11,3,2385,2369,2525354,78,0,UDP,4,3833,168355535,0,2759,2759,1
3339,6,10.0.0.12,10.0.0.5,129124,137646184,285,947000000,2.86E+11,4,7916,13532,14425112,451,0,UDP,1,5268,278546882,0,0,0,0
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,4695,83762734,0,2306,2306,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,243545395,4775,2284,0,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,3767,4355,0,,,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,699267223,3776,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,143930035,276816961,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,4485,1382,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,664284495,5699,2284,0,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,8025,1584,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,276816961,143930035,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,4,5447,520361709,0,2284,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,4,5699,664284495,0,2284,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,4575,1382,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,664284495,5699,2284,0,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,5137,276817856,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,4775,243545395,0,2284,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,664284495,5699,2284,0,2284,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,2,4468,1382,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,5699,664284495,0,2284,2284,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,655718171,5657,2277,0,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,4355,3767,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,4843,234976686,0,2277,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,4759,143927708,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,4,5405,511795385,0,2277,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,8025,1584,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,4485,1382,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,4733,234979071,0,2278,2278,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,4885,243543010,0,2284,2284,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,5137,276817856,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,3,566379701,5951,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,5657,655718171,0,2277,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,4465,1632,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,4,5657,655718171,0,2277,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,655718171,5657,2277,0,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,511795385,5405,2277,0,2277,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,5951,566379701,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,4759,143927708,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,234979071,4733,2278,0,2278,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,86743136,3530,6527,0,6527,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,615159001,2726,4590,0,4590,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,4,3530,86743136,0,6527,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3534,1172,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,3530,86743136,0,6527,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,4,3530,86743136,0,6527,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,3624,1172,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,86743136,3530,6527,0,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,141457592,3698,7674,0,7674,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,3404,3236,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,86743136,3530,6527,0,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,3404,3236,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3514,1172,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3514,1172,0,0,0,1
2638,6,10.0.0.11,10.0.0.3,66200,70569200,146,802000000,1.47E+11,3,2375,13527,14419782,450,0,UDP,1,3794,94664398,0,3837,3837,0
2638,6,10.0.0.11,10.0.0.3,66200,70569200,146,802000000,1.47E+11,3,2375,13527,14419782,450,0,UDP,3,86743136,3530,6527,0,6527,0
2638,6,10.0.0.11,10.0.0.3,66200,70569200,146,802000000,1.47E+11,3,2375,13527,14419782,450,0,UDP,1,3640,86741232,0,6527,6527,0
2649,6,10.0.0.10,10.0.0.3,49852,51945784,167,278000000,1.67E+11,3,2385,7886,8217212,262,0,UDP,1,3943,168353524,0,2759,2759,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,3530,86743136,0,6527,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3534,1172,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,5291,287831816,0,0,0,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,4,5699,664284495,0,2284,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,2,520361709,5447,2284,0,2284,1
3519,6,10.0.0.3,10.0.0.5,95548,99561016,317,412000000,3.17E+11,2,7916,8304,8652768,276,0,UDP,1,5375,278546882,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3794,94664398,0,3837,3837,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,3,86743136,3530,6527,0,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3640,86741232,0,6527,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,3698,141457592,0,7673,7673,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,86743136,3530,6527,0,6527,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,3767,4355,0,,,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,228197290,1760,14201,0,14201,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3236,3404,0,,,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,3534,1332,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,3668,46792302,0,3837,3837,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,1,3514,1422,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,4,3530,86743136,0,6527,6527,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,3624,1172,0,0,0,1
2638,6,10.0.0.10,10.0.0.3,15242,15882164,47,272000000,47272000000,3,2375,9701,10108442,323,0,UDP,2,3236,3404,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,4,5466,638026834,0,2790,2790,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,655718171,5657,2277,0,2277,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,7918,1514,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,638026904,5396,2790,0,2790,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,5268,278546882,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,5030,276817856,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,494104118,5214,2493,0,2493,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,4542,217287734,0,2493,2493,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,4248,3660,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,5396,638026904,0,2790,2790,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,638026834,5466,2790,0,2790,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,4504,57263548,0,2518,2518,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,551683482,2404,9147,0,9147,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,276816742,133211186,0,3838,3838,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,3660,4248,0,,,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,4378,1382,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,638026904,5466,2790,0,2790,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,555660922,5802,3838,0,3838,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,4468,1382,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,5802,555660922,0,3838,3838,1
2638,6,10.0.0.11,10.0.0.3,66200,70569200,146,802000000,1.47E+11,3,2375,13527,14419782,450,0,UDP,2,86743136,3530,6527,0,6527,0
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,1,4504,57263548,0,2518,2518,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,2,551683482,2404,9147,0,9147,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,3,276816742,133211186,0,3838,3838,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,1,3660,4248,0,,,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,1,4378,1382,0,0,0,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,2,638026904,5466,2790,0,2790,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,4,5214,494104118,0,2493,2493,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,4652,143927708,0,296,296,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,4,5256,503252920,0,2439,2439,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,5142,277113144,0,3838,3838,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,2,217287734,4542,2493,0,2493,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,4652,217285456,0,2493,2493,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,699267116,3776,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,1,4358,1632,0,0,0,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,4,5466,638026904,0,2790,2790,1
3429,6,10.0.0.3,10.0.0.5,70196,73144232,227,301000000,2.27E+11,3,7916,8849,9220658,294,0,UDP,3,133211186,276816742,3838,0,3838,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,3,555660922,5802,3838,0,3838,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,597945007,2572,4576,0,4576,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,2,5184,287831816,0,2858,2858,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,3,276816854,143929858,0,2858,2858,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,1,5268,278546882,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,1,3660,4248,0,,,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,1,699267116,3776,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,2,226436536,4584,2439,0,2439,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,566379701,5951,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,4,5508,647175706,0,2439,2439,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,5375,278546882,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,3,143929858,276816854,2858,0,2858,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,4653,75115134,0,2298,2298,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,4,5657,655718171,0,2277,2277,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,276816961,143929965,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,1,699267223,3776,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,5951,566379701,0,0,0,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,3,143929965,276816961,0,0,0,1
3429,6,10.0.0.9,10.0.0.5,134993,143902538,327,257000000,3.27E+11,3,7916,1118,1191788,37,0,UDP,3,5396,638026904,0,2790,2790,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,5291,287831816,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,3,647175706,5508,2439,0,2439,1
3489,6,10.0.0.3,10.0.0.5,87244,90908248,287,410000000,2.87E+11,2,7916,8223,8568366,274,0,UDP,2,4575,1382,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,2,7918,1514,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,1,4694,226434258,0,2439,2439,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,1,4358,1632,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,3,5508,647175706,0,2439,2439,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,2,4468,1382,0,0,0,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,3,647175706,5508,2439,0,2439,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,2,503252920,5256,2439,0,2439,1
3459,6,10.0.0.3,10.0.0.5,79021,82339882,257,303000000,2.57E+11,2,7916,8825,9195650,294,0,UDP,1,5030,276817856,0,0,0,1
